libellé métier;lien site onisep.fr;nom publication;collection;année;gencod;GFE;code ROME;libellé ROME;lien ROME;domaine/sous-domaine ONISEP
technicien / technicienne qualité;http://www.onisep.fr/http/redirection/metier/identifiant/10321;Les métiers de l'électronique et de la robotique;Parcours;2015;9782273012317;J : Transformation des matériaux, procédés (biologie, chimie, physique);H1504;Intervention technique en contrôle essai qualité en électricité et électronique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1504;"matières premières, fabrication, industries/agroalimentaire ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/maintenance - qualité"
technicien / technicienne qualité;http://www.onisep.fr/http/redirection/metier/identifiant/10321;Les métiers de la chimie;Parcours;2016;9782273012867;J : Transformation des matériaux, procédés (biologie, chimie, physique);H1503;Intervention technique en laboratoire d'analyse industrielle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1503;"matières premières, fabrication, industries/agroalimentaire ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/maintenance - qualité"
technicien / technicienne automobile;http://www.onisep.fr/http/redirection/metier/identifiant/10361;Les métiers de l'automobile;Parcours;2020;9782273015172;F : Mécanique;I1604;Mécanique automobile et entretien de véhicules;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1604;mécanique/automobile
monteur / monteuse en réseaux de distribution électrique;http://www.onisep.fr/http/redirection/metier/identifiant/10375;Les métiers de l'énergie;Parcours;2016;9782273012812;H : Electricité, énergie, électronique;F1605;Montage de réseaux électriques et télécoms;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1605;"électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies"
technicien / technicienne en automatismes;http://www.onisep.fr/http/redirection/metier/identifiant/10385;Les métiers de l'électronique et de la robotique;Parcours;2015;9782273012317;F : Mécanique;H1208;Intervention technique en études et conception en automatisme;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1208;"électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique ; informatique, internet/systèmes et réseaux ; mécanique/automatismes"
cordonnier / cordonnière;http://www.onisep.fr/http/redirection/metier/identifiant/10397;Les métiers de la mode et du luxe;Parcours;2019;9782273014564;L : Textile, habillement, cuir;D1206;Réparation d'articles en cuir et matériaux souples;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1206;matières premières, fabrication, industries/textile - habillement
ébéniste;http://www.onisep.fr/http/redirection/metier/identifiant/10402;Les métiers de la forêt et du bois;Zoom sur les métiers;2017;9782273013635;M : Travail du bois;H2207;Réalisation de meubles en bois;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2207;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/restauration d'art ; construction - architecture - travaux publics/agencement ; construction - architecture - travaux publics/ameublement ; matières premières, fabrication, industries/bois"
ouvrier forestier / ouvrière forestière;http://www.onisep.fr/http/redirection/metier/identifiant/100231;Les métiers de l'agriculture et de la forêt;Parcours;2017;9782273013307;A : Agriculture;A1205;Sylviculture;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1205;"agriculture, animaux/forêt ; matières premières, fabrication, industries/bois"
façonnier / façonnière des industries graphiques;http://www.onisep.fr/http/redirection/metier/identifiant/100266;Les métiers du livre;Parcours;2017;9782273013260;N : Techniques graphiques, impression;E1302;Conduite de machines de façonnage routage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1302;"information-communication, audiovisuel/industries graphiques ; mécanique/automatismes"
ouvrier / ouvrière agricole;http://www.onisep.fr/http/redirection/metier/identifiant/100314;Les métiers de l'agriculture et de la forêt;Parcours;2017;9782273013307;A : Agriculture;A1416;Polyculture, élevage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1416;"agriculture, animaux/cultures ; agriculture, animaux/élevage - aquaculture"
grutier / grutière;http://www.onisep.fr/http/redirection/metier/identifiant/100332;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1301;Conduite de grue;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1301;"construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/travaux publics ; mécanique/engins"
auditeur / auditrice externe;http://www.onisep.fr/http/redirection/metier/identifiant/100351;;Fiches métiers / onisep.fr;;;Q : Commerce, gestion, finances;M1402;Conseil en organisation et management d'entreprise;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1402;"gestion des entreprises, comptabilité/administration de l'entreprise ; informatique, internet/informatique (généralités)"
expert / experte en sécurité informatique;http://www.onisep.fr/http/redirection/metier/identifiant/100361;Les métiers du web;Parcours;2015;9782273012270;P : Gestion et traitement de l'information (informatique, statistique, documentation);M1802;Expertise et support en systèmes d'information;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802;informatique, internet/systèmes et réseaux
hot liner;http://www.onisep.fr/http/redirection/metier/identifiant/100363;Les métiers de l'informatique;Parcours;2017;9782273013291;P : Gestion et traitement de l'information (informatique, statistique, documentation);I1401;Maintenance informatique et bureautique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1401;informatique, internet/informatique (généralités)
aérodynamicien / aérodynamicienne;http://www.onisep.fr/http/redirection/metier/identifiant/100378;Les métiers de l'industrie aéronautique et spatiale;Parcours;2017;9782273013284;F : Mécanique;H1206;Management et ingénierie études, recherche et développement industriel;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"mécanique/aéronautique ; mécanique/mécanique (généralités) ; sciences/physique"
inspecteur / inspectrice des douanes, des finances publiques ou du travail;http://www.onisep.fr/http/redirection/metier/identifiant/100390;;Fiches métiers / onisep.fr;;;Q : Commerce, gestion, finances;K1502;Contrôle et inspection des Affaires Sociales;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1502;"économie - droit - politique/droit public ; économie - droit - politique/droit social ; logistique - transport/transport"
costumier / costumière;http://www.onisep.fr/http/redirection/metier/identifiant/100422;Les métiers du cinéma;Parcours;2018;9782273013871;V : Arts, spectacle, audiovisuel;L1502;Costume et habillage spectacle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1502;"arts, culture, artisanat/arts du spectacle ; matières premières, fabrication, industries/textile - habillement"
conseiller sportif / conseillère sportive en salle de remise en forme;http://www.onisep.fr/http/redirection/metier/identifiant/100457;Les métiers du sport;Parcours;2017;9782273013321;S : Hôtellerie, tourisme, loisirs;G1204;Éducation en activités sportives;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1204;santé - social - sport/sport
webdesigner;http://www.onisep.fr/http/redirection/metier/identifiant/100490;Les métiers de la Grande Ecole du Numérique;Zoom sur les métiers;2019;9782273014854;U : Communication, médias;E1205;Réalisation de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/multimédia"
conseiller / conseillère en séjour;http://www.onisep.fr/http/redirection/metier/identifiant/100497;Les métiers du tourisme;Parcours;2019;9782273014526;S : Hôtellerie, tourisme, loisirs;G1101;Accueil touristique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1101;"hôtellerie - restauration - tourisme/tourisme ; lettres, langues - enseignement/langues"
conducteur / conductrice de travaux;http://www.onisep.fr/http/redirection/metier/identifiant/10011;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1201;Conduite de travaux du BTP et de travaux paysagers;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1201;construction - architecture - travaux publics/génie civil, construction (généralités)
maçon / maçonne;http://www.onisep.fr/http/redirection/metier/identifiant/10018;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1703;Maçonnerie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1703;construction - architecture - travaux publics/maçonnerie béton armé
conseiller / conseillère agricole;http://www.onisep.fr/http/redirection/metier/identifiant/10024;Les métiers auprès des animaux;Parcours;2019;9782273014588;A : Agriculture;A1301;Conseil et assistance technique en agriculture;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1301;agriculture, animaux/développement agricole
solier-moquettiste / solière-moquettiste;http://www.onisep.fr/http/redirection/metier/identifiant/10033;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1609;Pose de revêtements souples;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1609;construction - architecture - travaux publics/finition
gestionnaire de parc micro-informatique;http://www.onisep.fr/http/redirection/metier/identifiant/10060;Les métiers de la Grande Ecole du Numérique;Zoom sur les métiers;2019;9782273014854;P : Gestion et traitement de l'information (informatique, statistique, documentation);M1810;Production et exploitation de systèmes d'information;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1810;"informatique, internet/informatique (généralités) ; informatique, internet/systèmes et réseaux"
chef / cheffe de produit marketing;http://www.onisep.fr/http/redirection/metier/identifiant/10061;Les métiers de la mode et du luxe;Parcours;2019;9782273014564;Q : Commerce, gestion, finances;M1703;Management et gestion de produit;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1703;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
acheteur / acheteuse;http://www.onisep.fr/http/redirection/metier/identifiant/10068;Les métiers de la mode et du luxe;Parcours;2019;9782273014564;Q : Commerce, gestion, finances;M1101;Achat;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101;"commerce, marketing, vente/achat, approvisionnement ; commerce, marketing, vente/grande distribution et petits commerces"
directeur / directrice de magasin à grande surface;http://www.onisep.fr/http/redirection/metier/identifiant/10069;Les métiers du commerce et de la distribution;Zoom sur les métiers;2016;9782273012768;Q : Commerce, gestion, finances;D1504;Direction de magasin de grande distribution;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1504;"commerce, marketing, vente/grande distribution et petits commerces ; gestion des entreprises, comptabilité/administration de l'entreprise"
vendeur / vendeuse en magasin;http://www.onisep.fr/http/redirection/metier/identifiant/10071;Les métiers du marketing et de la publicité;Parcours;2018;9782273013932;Q : Commerce, gestion, finances;D1106;Vente en alimentation;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1106;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
responsable du service après-vente;http://www.onisep.fr/http/redirection/metier/identifiant/10072;Les métiers de l'automobile;Parcours;2020;9782273015172;Q : Commerce, gestion, finances;I1402;Réparation de biens électrodomestiques et multimédia;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1402;"commerce, marketing, vente/grande distribution et petits commerces ; matières premières, fabrication, industries/maintenance - qualité"
